"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29","Get Occassions","Zella API Services - Users - QA","Wed Jan 14 18:55:40 UTC 2026","passed","Wed Jan 14 18:55:40 UTC 2026","Get Occassions","Utilities","",""
"","40","Get Shipping Address by ID - Invalid ID","Zella API Services - Users - QA","Wed Jan 14 18:55:35 UTC 2026","passed","Wed Jan 14 18:55:35 UTC 2026","Shipping Address > Get Shipping address by ID","Profile","",""
"","22","Open challenges","Zella API Services - Users - QA","Wed Jan 14 18:55:37 UTC 2026","passed","Wed Jan 14 18:55:37 UTC 2026","Creators > Open challenges > View all","Challenges","",""
"type_id  
1 - Fans

2 - Managers

3 - Celebrities","36","Signup - Empty required field","Zella API Services - Users - QA","Wed Jan 14 18:55:33 UTC 2026","failed","Wed Jan 14 18:55:33 UTC 2026","Fans","Onboarding","",""
"","40","Get products variants","Zella API Services - Users - QA","Wed Jan 14 18:55:40 UTC 2026","passed","Wed Jan 14 18:55:40 UTC 2026","Get Product Variants","Products","",""
"","28","Comics records  - No Auth token","Zella API Services - Users - QA","Wed Jan 14 18:55:37 UTC 2026","passed","Wed Jan 14 18:55:37 UTC 2026","Get comics records","Dashboard","",""
"","29","Get product variant","Zella API Services - Users - QA","Wed Jan 14 18:55:40 UTC 2026","passed","Wed Jan 14 18:55:40 UTC 2026","Get Product Variant","Products","",""
"","23","Bulk approve/decline design records","Zella API Services - Users - QA","Wed Jan 14 18:55:36 UTC 2026","passed","Wed Jan 14 18:55:36 UTC 2026","Brands > Request records/submissions > Bulk approve/decline design records","Design request","",""
"type_id  
1 - Fans

2 - Managers

3 - Celebrities","56","Signup - Vendors","Zella API Services - Users - QA","Wed Jan 14 18:55:33 UTC 2026","passed","Wed Jan 14 18:55:33 UTC 2026","Clients - Vendors and Brands","Onboarding","",""
"","24","View comics episode","Zella API Services - Users - QA","Wed Jan 14 18:55:37 UTC 2026","passed","Wed Jan 14 18:55:37 UTC 2026","Publications/Episodes/Releases","Comics","",""
"","50","Add Shipping Address","Zella API Services - Users - QA","Wed Jan 14 18:55:35 UTC 2026","passed","Wed Jan 14 18:55:35 UTC 2026","Shipping Address > Add Shipping Address","Profile","",""
"","38","List Shipping Address","Zella API Services - Users - QA","Wed Jan 14 18:55:35 UTC 2026","passed","Wed Jan 14 18:55:35 UTC 2026","Shipping Address > List Shipping Address","Profile","",""
"","25","Initialize payment: NGN - Kora","Zella API Services - Users - QA","Wed Jan 14 18:55:39 UTC 2026","passed","Wed Jan 14 18:55:39 UTC 2026","Payment > Initialize payment","Orders","",""
"type_id  
1 - Fans

2 - Managers

3 - Celebrities","38","Signup - Empty required field","Zella API Services - Users - QA","Wed Jan 14 18:55:34 UTC 2026","failed","Wed Jan 14 18:55:34 UTC 2026","Creators","Onboarding","",""
"","23","Upload media docs","Zella API Services - Users - QA","Wed Jan 14 18:55:36 UTC 2026","passed","Wed Jan 14 18:55:36 UTC 2026","","Media","",""
"","24","View single","Zella API Services - Users - QA","Wed Jan 14 18:55:37 UTC 2026","passed","Wed Jan 14 18:55:37 UTC 2026","Creators > Open challenges > View single","Challenges","",""
"","28","Update Shipping Address  - No Auth Token","Zella API Services - Users - QA","Wed Jan 14 18:55:35 UTC 2026","passed","Wed Jan 14 18:55:35 UTC 2026","Shipping Address > Update Shipping address","Profile","",""
"","26","List Comics Series - Category","Zella API Services - Users - QA","Wed Jan 14 18:55:37 UTC 2026","passed","Wed Jan 14 18:55:37 UTC 2026","Chapter/Category","Comics","",""
