"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10","Confirm Reset Password","Zella API Services - Users - QA","Sun Dec 21 20:13:37 UTC 2025","broken","Sun Dec 21 20:13:37 UTC 2025","Forget password > Confirm reset password","Authentication","",""
"","85","Delete design request","Zella API Services - Users - QA","Sun Dec 21 20:13:40 UTC 2025","passed","Sun Dec 21 20:13:40 UTC 2025","Brands > Edit request","Design request","",""
"","87","View comics episodes pages","Zella API Services - Users - QA","Sun Dec 21 20:13:42 UTC 2025","passed","Sun Dec 21 20:13:43 UTC 2025","Episode pages","Comics","",""
"type_id  
1 - Fans

2 - Managers

3 - Celebrities","12","Complete Registration -  Invalid Token","Zella API Services - Users - QA","Sun Dec 21 20:13:35 UTC 2025","broken","Sun Dec 21 20:13:35 UTC 2025","Complete/Verify Account","Onboarding","",""
"","86","Upload designs","Zella API Services - Users - QA","Sun Dec 21 20:13:43 UTC 2025","passed","Sun Dec 21 20:13:43 UTC 2025","Creators > Participate > Upload designs","Challenges","",""
"type_id  
1 - Fans

2 - Managers

3 - Celebrities","98","Signup - Invalid Email Format","Zella API Services - Users - QA","Sun Dec 21 20:13:34 UTC 2025","failed","Sun Dec 21 20:13:34 UTC 2025","Fans","Onboarding","",""
"type_id  
1 - Fans

2 - Managers

3 - Celebrities","109","Signup - Vendors","Zella API Services - Users - QA","Sun Dec 21 20:13:33 UTC 2025","passed","Sun Dec 21 20:13:33 UTC 2025","Clients - Vendors and Brands","Onboarding","",""
"","92","Add Shipping Address - Invalid Token","Zella API Services - Users - QA","Sun Dec 21 20:13:37 UTC 2025","passed","Sun Dec 21 20:13:37 UTC 2025","Shipping Address > Add Shipping Address","Profile","",""
"type_id  
1 - Fans

2 - Managers

3 - Celebrities","94","Signup - Empty required field","Zella API Services - Users - QA","Sun Dec 21 20:13:34 UTC 2025","failed","Sun Dec 21 20:13:34 UTC 2025","Creators","Onboarding","",""
"","88","Challenges -No Auth Token","Zella API Services - Users - QA","Sun Dec 21 20:13:44 UTC 2025","passed","Sun Dec 21 20:13:44 UTC 2025","Get Challenges","Dashboard","",""
"","90","Reset Password - Invalid email address","Zella API Services - Users - QA","Sun Dec 21 20:13:37 UTC 2025","passed","Sun Dec 21 20:13:37 UTC 2025","Forget password > Reset Password","Authentication","",""
"## Refresh Token Endpoint

This endpoint is used to obtain a new access token using a valid refresh token. It is part of the authentication flow, allowing users to maintain their session without needing to log in again.

### Request

- **Method**: POST
    
- **URL**: `{{rootUrl}}/auth/refresh-token`
    
- **Request Body**: The request must include a JSON object with the following key:
    
    - `refresh_token` (string): A valid refresh token that was previously issued to the user. This token is used to authenticate the request and generate a new access token.
        

### Example Request Body

``` json
{
  ""refresh_token"": ""your_refresh_token_here""
}

 ```

### Response

Upon successful processing of the request, the response will contain a JSON object with the new access token and potentially other relevant information. The structure of the response typically includes:

- `access_token` (string): The newly issued access token that the client can use for subsequent authenticated requests.
    
- `expires_in` (integer): The duration in seconds for which the access token is valid.
    

### Example Response

``` json
{
  ""access_token"": ""new_access_token_here"",
  ""expires_in"": 3600
}

 ```

Ensure that the refresh token is valid and has not expired to receive a successful response.","93","Refresh token - Invalid token","Zella API Services - Users - QA","Sun Dec 21 20:13:36 UTC 2025","failed","Sun Dec 21 20:13:36 UTC 2025","Login > Refresh Token","Authentication","",""
"","86","test payment","Zella API Services - Users - QA","Sun Dec 21 20:13:47 UTC 2025","passed","Sun Dec 21 20:13:47 UTC 2025","Payment","Orders","",""
"","90","Update Shipping Address  - Invalid token","Zella API Services - Users - QA","Sun Dec 21 20:13:38 UTC 2025","passed","Sun Dec 21 20:13:38 UTC 2025","Shipping Address > Update Shipping address","Profile","",""
"","91","Login - empty required field","Zella API Services - Users - QA","Sun Dec 21 20:13:35 UTC 2025","passed","Sun Dec 21 20:13:35 UTC 2025","Login > Login","Authentication","",""
"","86","Get Single comics Series Episode","Zella API Services - Users - QA","Sun Dec 21 20:13:42 UTC 2025","passed","Sun Dec 21 20:13:42 UTC 2025","Publications/Episodes/Releases","Comics","",""
"","86","Update order items","Zella API Services - Users - QA","Sun Dec 21 20:13:47 UTC 2025","passed","Sun Dec 21 20:13:47 UTC 2025","Orders operations > Update order items","Orders","",""
"","86","Upload media image","Zella API Services - Users - QA","Sun Dec 21 20:13:41 UTC 2025","passed","Sun Dec 21 20:13:41 UTC 2025","","Media","",""
"","86","Accept/Reject assignments","Zella API Services - Users - QA","Sun Dec 21 20:13:47 UTC 2025","passed","Sun Dec 21 20:13:47 UTC 2025","[Vendors] order assignments > Accept/Reject assignments","Orders","",""
"","104","Challenges","Zella API Services - Users - QA","Sun Dec 21 20:13:44 UTC 2025","passed","Sun Dec 21 20:13:44 UTC 2025","Get Challenges","Dashboard","",""
"","11","Get Banks","Zella API Services - Users - QA","Sun Dec 21 20:13:48 UTC 2025","broken","Sun Dec 21 20:13:48 UTC 2025","Get Banks","Utilities","",""
"","87","View design requests","Zella API Services - Users - QA","Sun Dec 21 20:13:40 UTC 2025","passed","Sun Dec 21 20:13:40 UTC 2025","Brands > View requests","Design request","",""
"","162","Login - fans","Zella API Services - Users - QA","Sun Dec 21 20:13:36 UTC 2025","passed","Sun Dec 21 20:13:36 UTC 2025","Local - do not change","Authentication","",""
"","88","Download media documents","Zella API Services - Users - QA","Sun Dec 21 20:13:41 UTC 2025","passed","Sun Dec 21 20:13:41 UTC 2025","","Media","",""
"type_id  
1 - Fans

2 - Managers

3 - Celebrities","92","Signup - Success","Zella API Services - Users - QA","Sun Dec 21 20:13:34 UTC 2025","failed","Sun Dec 21 20:13:34 UTC 2025","Creators","Onboarding","",""
"","91","List Shipping Address - Invalid token","Zella API Services - Users - QA","Sun Dec 21 20:13:37 UTC 2025","passed","Sun Dec 21 20:13:37 UTC 2025","Shipping Address > List Shipping Address","Profile","",""
"","115","Update Shipping Address","Zella API Services - Users - QA","Sun Dec 21 20:13:38 UTC 2025","passed","Sun Dec 21 20:13:38 UTC 2025","Shipping Address > Update Shipping address","Profile","",""
"","99","List Bank Accounts","Zella API Services - Users - QA","Sun Dec 21 20:13:39 UTC 2025","passed","Sun Dec 21 20:13:39 UTC 2025","Bank and Bank Accounts > List Bank Accounts","Profile","",""
"","84","Comics record","Zella API Services - Users - QA","Sun Dec 21 20:13:42 UTC 2025","passed","Sun Dec 21 20:13:42 UTC 2025","Comics Record/Read","Comics","",""
"","86","View design request records","Zella API Services - Users - QA","Sun Dec 21 20:13:40 UTC 2025","passed","Sun Dec 21 20:13:40 UTC 2025","Brands > Request records/submissions > View design request records","Design request","",""
"","89","Get Shipping Address by ID - Invalid token","Zella API Services - Users - QA","Sun Dec 21 20:13:38 UTC 2025","passed","Sun Dec 21 20:13:38 UTC 2025","Shipping Address > Get Shipping address by ID","Profile","",""
"","161","Login - brand","Zella API Services - Users - QA","Sun Dec 21 20:13:36 UTC 2025","passed","Sun Dec 21 20:13:36 UTC 2025","Local - do not change","Authentication","",""
"","87","Bulk approve/decline design records","Zella API Services - Users - QA","Sun Dec 21 20:13:40 UTC 2025","passed","Sun Dec 21 20:13:40 UTC 2025","Brands > Request records/submissions > Bulk approve/decline design records","Design request","",""
"","91","Reset Password - empty required field","Zella API Services - Users - QA","Sun Dec 21 20:13:37 UTC 2025","passed","Sun Dec 21 20:13:37 UTC 2025","Forget password > Reset Password","Authentication","",""
"","88","Challenges - Invalid token","Zella API Services - Users - QA","Sun Dec 21 20:13:44 UTC 2025","passed","Sun Dec 21 20:13:44 UTC 2025","Get Challenges","Dashboard","",""
"","86","Update order shipment address","Zella API Services - Users - QA","Sun Dec 21 20:13:47 UTC 2025","passed","Sun Dec 21 20:13:47 UTC 2025","Orders operations > Update order shipment address","Orders","",""
"","85","Upload media docs","Zella API Services - Users - QA","Sun Dec 21 20:13:41 UTC 2025","passed","Sun Dec 21 20:13:41 UTC 2025","","Media","",""
"","93","Update cart item quantity","Zella API Services - Users - QA","Sun Dec 21 20:13:49 UTC 2025","passed","Sun Dec 21 20:13:49 UTC 2025","Update cart item quantity","Carts","",""
"","86","List Comics Series - Category","Zella API Services - Users - QA","Sun Dec 21 20:13:41 UTC 2025","passed","Sun Dec 21 20:13:42 UTC 2025","Chapter/Category","Comics","",""
"","86","Upgrade to an creator","Zella API Services - Users - QA","Sun Dec 21 20:13:40 UTC 2025","passed","Sun Dec 21 20:13:40 UTC 2025","Fans specific","Profile","",""
"type_id  
1 - Fans

2 - Managers

3 - Celebrities","115","Signup - Invalid Phone Number","Zella API Services - Users - QA","Sun Dec 21 20:13:33 UTC 2025","passed","Sun Dec 21 20:13:34 UTC 2025","Clients - Vendors and Brands","Onboarding","",""
"","86","Submit challenge","Zella API Services - Users - QA","Sun Dec 21 20:13:43 UTC 2025","passed","Sun Dec 21 20:13:43 UTC 2025","Creators > Participate > Submit","Challenges","",""
"","103","Update Shipping Address  - Invalid ID","Zella API Services - Users - QA","Sun Dec 21 20:13:38 UTC 2025","failed","Sun Dec 21 20:13:38 UTC 2025","Shipping Address > Update Shipping address","Profile","",""
"","95","Add to Cart - Invalid Product ID","Zella API Services - Users - QA","Sun Dec 21 20:13:48 UTC 2025","passed","Sun Dec 21 20:13:48 UTC 2025","Add to Cart","Carts","",""
"","92","Update Profile - No Auth token","Zella API Services - Users - QA","Sun Dec 21 20:13:39 UTC 2025","passed","Sun Dec 21 20:13:40 UTC 2025","Info > Update Profile","Profile","",""
